order_date,reqn,description_mesh,ross_code,qty,shipment_date_week_request,shipping_terms,balance_outstanding,shpd_wk,qty_1,shpd_wk_1,qty_2,shpd_wk_2,qty_3,shpd_wk_3,qty_4,ordered_by,planned_shipping_date,acknowledged_by,destination_port,crosscheck_by_eug,go_nogo,special_requirements,additional_comments
2025-05-13,ADE,IMG5H-44-4524,CCP45241010056G,2200.0,WK23,CIF,0.0,23,2200.0,,,,,,,Richard,Wk 22,Lew,Adelaide,A - 5415 - 5418 - 2200p - 5/6/25,,,
2025-05-13,ADE,IMB5-44-4524,SMF4524101005,1000.0,WK24,CIF,0.0,28,1000.0,,,,,,,Richard,Delayed to Wk 28,Lew,Adelaide,A - 5574/5575 - 1000p - 9/7/25,,,
2025-05-13,FRE,IMG5-46-1100C30,SROL11005C305G,30.0,Wk25,CIF,-1.0,30,31.0,,,,,,,Ryan,Delayed to Wk 32,Lew,Fremantle,F - 5602 - 31p - 28/7/25,,,
2025-05-14,BNE,IMG5-46-1100C30,SROL11005C305G,40.0,Wk25,CIF,0.0,29,40.0,,,,,,,Ryan,Delayed to Wk 29,Lew,Brisbane,B - 5585/5587/5593-40p - 18/7/25,,,
2025-05-15,FRE,Tie-4.0mm-1000Kg Coil,TIE4.0X1000KG,4.0,WK23,CIF,0.0,23,4.0,,,,,,,Richard,wk 23,Lew,Fremantle,F - 5419 - 4p - 5/6/25,,Reworked galv wire as normal,
2025-05-16,FRE,COILGW5.6,COILGW5.6,1000.0,Each Week,CIF,-128.0,18/19/20,406.0,21,234.0,22,96.0,23/24/25,392.0,Richard,May/June,Lew,Fremantle,,,Order for May Shipments,
2025-05-21,BNE,OS106H-6003,JOS6003B,24.0,Ex Stock,CIF,0.0,21,24.0,,,,,,,Richard,wk 21,Lew,Brisbane,B-5374 - 24p - 22/5/25,,,
2025-05-21,BNE,OS106H-3003,JOS3003B,98.0,Ex Stock,CIF,0.0,21,98.0,,,,,,,Richard,wk 21,Lew,Brisbane,B-5374 - 98p - 22/5/25,,,
2025-05-21,BNE,IMB5-44-5014-JNA,CC5014101005,1848.0,WK23,CIF,0.0,29,1848.0,,,,,,,Richard,Delayed to Wk 29,Lew,Brisbane,B - 5583/5584/5585 - 1848p - 15/7/25,,,
2025-05-21,FRE,OS106H-4003,JOS4003B,222.0,Ex Stock,CIF,-1.0,21,223.0,,,,,,,Richard,wk 21,Lew,Fremantle,F - 5365 - 222p - 22/5/25,,,
2025-05-21,BNE,IMZG4-305-2424,MP242404G,100.0,,EXW,0.0,24,100.0,,,,,,,Richard,wk24,X,Brisbane,B - 15427 - 9/6/25,,Ex KCSS - RM320,
2025-05-21,BNE,IMZG4-305-3024,MP302404G,140.0,,EXW,0.0,24,140.0,,,,,,,Richard,wk24,X,Brisbane,B - 15427 - 9/6/25,,Ex KCSS - RM394,
2025-05-21,BNE,IMZG4-305-3124,MP312404G,100.0,,EXW,0.0,24,100.0,,,,,,,Richard,wk24,X,Brisbane,B - 15427 - 9/6/25,,Ex KCSS - RM406,
2025-05-21,BNE,IMZG4-305-3624,MP362404G,40.0,,EXW,0.0,24,40.0,,,,,,,Richard,wk24,X,Brisbane,B - 15427 - 9/6/25,,Ex KCSS - RM480,
2025-05-23,BNE,IMG3H-33-2516,SMF2516757503G,3400.0,WK25,DDP,0.0,31,3400.0,,,,,,,Ryan,Delayed to Wk 31,Lew,Brisbane,B - 5620 - 3400p - 31/7/25,,Direct ship to customer - ATF,
2025-05-23,SYD,IMG3H-33-2516,SMF2516757503G,3400.0,WK25,DDP,0.0,30,3400.0,,,,,,,Ryan,Delayed to Wk 30,Lew,Sydney,S - 5610 - 3400p - 23/7/25,,Direct ship to customer - ATF,
2025-05-23,FRE,R500SL41,SL41,1000.0,WK24,CIF,0.0,28,1000.0,,,,,,,Richard,Delayed to Wk 28,Lew,Fremantle,F - 5555/5556 - 1000p  - 9/7/25,,Black SL41 (Not Galv),
2025-05-27,FRE,47mm FLOKS - Aus Std,JFL4724G,22000.0,WK26-28,CIF,2650.0,34,13200.0,35,6150.0,,,,,Richard,wk 26/27/28/29,Lew,Fremantle to SYD,S - 5693/5694/5695/5696+5705/5706 - 13200p+6150p - 21/10/25,,Change to POD Sydney,
2025-05-28,BNE,IMG3H-44-2417-DQL,SMF3H24171010G,1600.0,WK23,CIF,0.0,28,1600.0,,,,,,,Richard,wk 26/27,Lew,Brisbane,B - 5562  - 1600p - 9/7/25,,,
2025-05-29,BNE,IMB3H-44-2420-DCLA,SMF2420101003,3000.0,WK28/29,CIF,3000.0,,,,,,,,,Richard,CANCEL,Lew,Brisbane,,,,
2025-05-29,ADE,IMG4D-66-3012,SMESH300011704,5000.0,WK30,CIF,5000.0,,,,,,,,,Richard,wk 38 - 1500,Lew,Adelaide,,,Cancelled,
2025-05-29,BNE,IMG5H-44-4524,CCP45241010056G,3300.0,WK27/28,CIF,0.0,26,550.0,28,2200.0,29,550.0,,,Richard,Wk 29,Lew,Brisbane,B-5522+5571/5572/5573/5576+5586 - 550p+2200p+550p - 15/7/25,,,
2025-05-29,BNE,IMG5H-44-4824,CCP48241010056G,2000.0,WK26/27,CIF,0.0,25,2000.0,,,,,,,Richard,wk 25,Lew,Brisbane,B - 5486/5487/5488/5489 - 2000p - 18/6/25,,,
2025-05-29,BNE,IMB5-44-5014-JNA,CC5014101005,792.0,WK25,CIF,0.0,25,616.0,26,66.0,29,66.0,42,44.0,Richard,,Lew,Brisbane,B - 5482/5523/5588 - 616p+66p+66p - 19/10/25,,,
2025-05-29,BNE,IMB5-44-5716,SMF5716101005,8100.0,WK28/29,CIF,0.0,32,4860.0,33,3240.0,,,,,Richard,wk 32/33,Lew,Brisbane,B -  5641/5642/5643/5644/5645/5646/5647/5648/5649/5655/5656/5657/5658/5659/5660 - 4860p+3240 - 19/8/25,,,
2025-05-29,BNE,IMG5-44-5716,SMF5716101005G,1080.0,WK19 & 22,CIF,0.0,25,1080.0,,,,,,,Richard,wk 25,Lew,Brisbane,B-5490/5491 - 1080p - 18/6/25,,,
2025-05-29,BNE,IMB5-64-5113-JMOL,SMB5113515105S,3696.0,WK28,CIF,0.0,28,3696.0,,,,,,,Richard,WK 27,Lew,Brisbane,B - 5565-5570 - 3696p - 9/7/25,,,
2025-05-29,ADE,IMG5H-44-4524,CCP45241010056G,2200.0,WK26/27,CIF,0.0,27,2200.0,,,,,,,Richard,wk 27,Lew,Adelaide,A - 5524/555/5526/5527 -2200p -  3/7/25,,,
2025-05-29,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,WK24/25,CIF,0.0,30,1440.0,,,,,,,Richard,Delayed to Wk 29,Lew,Tasmania,T - 5611/5612 - 1440p - 23/7/25,,,
2025-05-29,FRE,D500L9.5-Spools,D500L09.5SP,24.0,WK24,CIF,0.0,27,24.0,,,,,,,Richard,wk 27,Lew,Fremantle,F - 5542 - 24p - 3/7/25,,,
2025-05-29,FRE,R500L5.0Coils,CW500L5,48.0,WK23,CIF,0.0,24,24.0,30,24.0,,,,,Richard,wk 24,Lew,Fremantle,F - 5435+5603 - 24p+24p- 10/6/25,,,
2025-05-29,FRE,R500L5.6Coils,CW500L5.6,24.0,WK23,CIF,0.0,25,24.0,,,,,,,Richard,Delayed to WK 26,Lew,Fremantle,F - 5475 - 24p - 13/6/25,,,
2025-06-03,FRE,IMZG4-305-2424,MP242404G,300.0,WK23,CIF,0.0,21,300.0,,,,,,,Richard,,KCSS,Fremantle,F - 5379 - 300p - 5/6/25,,Shipping arranged and paid by DMW,Supplier KCSS
2025-06-03,FRE,IMZG4-305-3024,MP302404G,115.0,WK23,CIF,0.0,21,115.0,,,,,,,Richard,,KCSS,Fremantle,F - 5379 - 115p - 5/6/25,,Shipping arranged and paid by DMW,Supplier KCSS
2025-06-06,FRE,R500L6.3Coils,CW500L6.3,24.0,WK24,CIF,0.0,27,24.0,,,,,,,Richard,Delayed to Wk 27,Lew,Fremantle,F - 5537 - 24p - 3/7/25,,,
2025-06-09,FRE,R500L7.1-Coils,CW500L7.1,12.0,WK24,CIF,0.0,28,12.0,,,,,,,RIchard,wk 28,Lew,Fremantle,F - 5557 - 12p - 9/7/25,,,
2025-06-12,FRE,R500L5.0Coils,CW500L5,24.0,WK26,CIF,0.0,27,24.0,,,,,,,RIchard,wk 27,Lew,Fremantle,F - 5541 - 24p - 3/7/25,,,
2025-06-12,FRE,R500L5.6Coils,CW500L5.6,48.0,WK26,CIF,0.0,26,24.0,27,24.0,,,,,RIchard,wk 27,Lew,Fremantle,F - 5508/5540 - 24p+24p - 3/7/25,,,
2025-06-12,FRE,R500L4.0-Coils,CW500L4,24.0,WK26,CIF,0.0,26,24.0,,,,,,,RIchard,wk 26,Lew,Fremantle,F - 5509 - 24p - 24/6/25,,,
2025-06-12,BNE,IMB5-64-5113-JMOL,SMB5113515105S,2376.0,WK30,CIF,0.0,29,682.0,31,308.0,32,1320.0,33,66.0,RIchard,WK 30/31/32/33,Lew,Brisbane,B - 5588/5589+5621+5652/5653/5654/5661 - 682p+308p+1320p+66p - 22/8/25,,,
2025-06-12,BNE,IMG4-44-2015-JNA,CC2015101004G,10000.0,WK28,CIF,0.0,37,3400.0,40,300.0,41,6300.0,,,RIchard,wk 37,Lew,Brisbane,B - 5739/5782+ 5792/5795/5796- 1600p+300p +6300p 15/10/25,,,
2025-06-12,BNE,IMB5-46-5016-JNA,SMB5016151005S,1584.0,WK30,CIF,0.0,44,1474.0,52,110.0,,,,,RIchard,Delayed to Wk 43/44,Lew,Brisbane,B - 5846/5847/5848+6007 - 1474p+110p - 24/12/25,,,
2025-06-13,BNE,IMG5H-44-4024,CCP40241010056G,1200.0,WK26,CIF,0.0,30,1200.0,,,,,,,RIchard,Delayed to Wk 30,Lew,Brisbane,B - 5604/5605 - 1200p - 21/7/25,,,
2025-06-13,ADE,IMG5H-44-4024,CCP40241010056G,2400.0,WK26,CIF,0.0,45,1800.0,46,600.0,,,,,RIchard,WK 46/47/48,Lew,Adelaide,A - 5867/5868/5869+5898 - 1800p+600p - 17/11/25,,,
2025-06-13,ADE,IMG5H-44-4024,CCP40241010056G,1200.0,WK29,CIF,0.0,39,1200.0,,,,,,,RIchard,,Lew,Adelaide,A - 5775/5776 - 1200p - 29/9/25,,,
2025-06-18,FRE,COILGW5.6,COILGW5.6,1000.0,Each Week,CIF,22.299999999999955,26,145.0,27,142.0,28/29/30/31/32/33,349.7,34/35/36/37,341.0,RIchard,,Lew,Fremantle,,,,
2025-06-20,FRE,R500SL41,SL41,1000.0,WK26,CIF,0.0,28,1000.0,,,,,,,Rob,wk 28,Lew,Fremantle,F - 5556/5557 - 1000p - 9/7/25,,,
2025-06-23,FRE,R500L4.0-Coils,CW500L4,2.0,ASAP,CIF,0.0,27,2.0,,,,,,,Adam,wk 27,Lew,Fremantle,F - 5539 - 2p - 3/7/25,,make this from SAE1008 material - Trial,
2025-06-25,BNE,IMB5-44-5014-JNA,CC5014101005,1584.0,WK28,CIF,-17.0,42,990.0,44,611.0,,,,,Richard,Delayed to Wk 42,Lew,Brisbane,B - 5816/5817/5851 - 990p+611p - 30/10/25,,,ROSS PO closed. 611pcs move to PO: 253629
2025-06-26,FRE,FBRING47,FBRING47,15000.0,WK32,CIF,0.0,31,15000.0,,,,,,,Rob,wk 31,Lew,Fremantle,F - 5635 - 15000p - 4/8/25,,,
2025-06-29,FRE,R500SL41,SL41,1000.0,WK32,CIF,-7.0,32,1007.0,,,,,,,Rob,wk 31,Lew,Fremantle,F - 5636/5637 - 1007p - 7/8/25,,,
2025-07-03,BNE, IMGX4H4-44-5614-JMA,GXB5614101004G,2160.0,WK30,CIF,20.0,37,120.0,38,1920.0,41,60.0,42,40.0,Richard,wk 38,Lew,Brisbane,B - 5740/5745/5746/5747/5748/5750/5751/5755/5796/5816- 120p+1920p+60pcs+40pcs - 19/10/25,,,
2025-07-03,BNE,IMG5-44-5716,SMF5716101005G,2160.0,WK32,CIF,5.0,38,1620.0,40,535.0,,,,,Richard,wk 36,Lew,Brisbane,B - 5752/5753/5754+5785 - 1620p+535p - 7/10/25,,,
2025-07-03,Jennmar USA,Bright Wire 6GA A1064,1RM0600,326.4,WK34,FOB,-0.4000000000000341,41,326.8,,,,,,,RIchard,wk 42/43,Lew,FOB PK,P - 5797-5813 - 136Coil - 27.10.25,,Total of 55 containers,
2025-07-03,Jennmar USA,Galv Wire 6GA A1064,1RM0600G,388.8,WK34,FOB,-4.800000000000011,33,388.8,44,4.8,,,,,RIchard,wk 34/35,Lew,FOB PK,P - 15567 - 15686 - 162 coils(388.8tons - 22/8/25,,,
2025-07-03,Jennmar USA,Bright Wire 8GA A 1064,1RM0800,240.0,WK34,FOB,-0.9799999999999898,43,9.69,45,231.29,,,,,RIchard,Wk 46/47/48,Lew,FOB PK,100 coils,,,
2025-07-03,Jennmar USA,Bright Wire 6.5GA A 1064,1RM0650,100.8,WK34,FOB,0.0,43,100.8,,,,,,,RIchard,Wk 44,Lew,FOB PK,42 coils,,,
2025-07-04,BNE,IMGX4H4-46-5017-JAS,GXB501710154G,960.0,WK32,CIF,480.0,40,480.0,,,,,,,Richard,Delayed to wk 40,Lew,Brisbane,B - 5783 - 480p - 7/10/25,,Balance canclled,
2025-07-08,FRE,R500L6.3Coils,CW500L6.3,24.0,WK32,CIF,0.0,29,24.0,,,,,,,Rob,wk 29,Lew,Fremantle,F- 5582 - 24p -15/7/25,,,
2025-07-08,FRE,D500L6.0-Spools,D500L06.0SP,24.0,WK31,CIF,0.0,33,24.0,,,,,,,Rob,wk 30,Lew,Fremantle,F - 5665 - 24p - 14/8/25,,,
2025-07-11,FRE,R500L5.0Coils,CW500L5,48.0,ASAP,CIF,0.0,30,48.0,,,,,,,Rob,wk 30,Lew,Fremantle,F - 5600/5601 - 48p - 21/7/25,,,
2025-07-11,BNE,IMB5-44-5716,SMF5716101005,540.0,WK32,CIF,-60.0,38,510.0,40,90.0,,,,,Richard,wk 37,Lew,Brisbane,B - 5749/5784/5787 - 510p + 90p - 7/10/25,,Sandvik Order 367612,
2025-07-11,ADE,IMB4H-44-5024,SMB4H50241010,1200.0,WK29,CIF,0.0,33,1200.0,,,,,,,Richard,wk 34,Lew,Adelaide,A- 5687/5688 - 1200p - 19/8/25,,BHP O/No 4518171917,
2025-07-15,ADE,IMG5H-44-4524,CCP45241010056G,3300.0,WK30,CIF,0.0,40,1650.0,42,1650.0,,,,,Richard,wk 39/42,Lew,Adelaide,A - 5788/5789/5790+ 5824/5825/5826 - 1650p+1650p - 9/10/25,,,
2025-07-15,ADE,IMG5H-44-4024,CCP40241010056G,1800.0,WK33,CIF,0.0,46,1800.0,,,,,,,Richard,WK 46/47/48,Lew,Adelaide,A - 5899/5900/5901 - 1800p - 17/11/25,,,
2025-07-15,BNE,IMG5H-44-4524,CCP45241010056G,2200.0,WK31,CIF,0.0,31,2200.0,,,,,,,Richard,wk 31,Lew,Brisbane,B - 5627/5628/5629/5630 - 2200p - 28/7/25,,,
2025-07-15,BNE,IMG5H-44-4524,CCP45241010056G,2200.0,WK32,CIF,0.0,36,550.0,37,1650.0,,,,,Richard,wk 36,Lew,Brisbane,B - 5714+5734/5735/5736 - 550p+1650p - 12/9/25,,,
2025-07-15,BNE,IMG5H-44-4524,CCP45241010056G,1100.0,WK33,CIF,0.0,37,1100.0,,,,,,,Richard,wk 37/38,Lew,Brisbane,B - 5737/5738 - 1100p - 12/9/25,,,
2025-07-15,BNE,IMG5H-44-4824,CCP48241010056G,1000.0,WK31,CIF,0.0,31,1000.0,,,,,,,Richard,wk 31,Lew,Brisbane,B - 5631/5632 - 1000p - 4/8/25,,,
2025-07-15,BNE,IMG5H-44-4824,CCP48241010056G,1000.0,WK32,CIF,0.0,31,500.0,32,500.0,,,,,Richard,wk 32,Lew,Brisbane,B - 5633+5651 - 500+500p - 14/8/25,,,
2025-07-15,BNE,IMG5H-44-4824,CCP48241010056G,500.0,WK33,CIF,100.0,32,400.0,,,,,,,Richard,wk 31,Lew,Brisbane,B - 5652 - 400p - 14/8/25,,,
2025-07-15,BNE,IMG4-44-2015,CC2015101004G,6000.0,WK34,CIF,0.0,36,3800.0,37,2200.0,,,,,Richard,wk 36,Lew,Brisbane,B - 5713/5739/5740 - 3800p+ 2200p+1800p 18/9/25,,,
2025-07-15,BNE,IMB5-44-4824,CCP4824101005,1000.0,WK33,CIF,0.0,33,1000.0,,,,,,,Richard,wk 34,Lew,Brisbane, - 5661/5692 - 1000p - 22/8/25,,,
2025-07-15,BNE,IMG5H-44-4024,CCP40241010056G,600.0,WK33,CIF,0.0,32,600.0,,,,,,,Richard,wk 31,Lew,Brisbane,B - 5650 - 600p - 11/8/25,,,
2025-07-15,BNE,IMG34-44-2415 JASH,SMF24151010034G,1500.0,WK30,CIF,0.0,31,1500.0,,,,,,,Richard,Wk 31,Lew,Brisbane,B - 5622 - 1500p - 7/8/25,,URGENT,
2025-07-15,BNE,IMB5-46-4814-MCO,SMB4814101505,1200.0,WK32,CIF,1200.0,,,,,,,,,Richard,wk 39,,Brisbane,,,,
2025-07-16,FRE,IMZGH-305H-64H24H,MP642404G,34.0,ASAP,CIF,34.0,,,,,,,,,Adam,wk 34,KCSS,Fremantle,F - 5703 - 34p - 15/8/25,,kcss TO SUPPLY,
2025-07-16,FRE,IMZG4-305H-46H24H,MP462404G,26.0,ASAP,CIF,26.0,,,,,,,,,Adam,wk 34,KCSS,Fremantle,F - 5703 - 26p - 15/8/25,,kcss TO SUPPLY,
2025-07-16,FRE,IMG5H-44-4524,CCP45241010056G,300.0,ASAP,CIF,0.0,33,300.0,,,,,,,Adam,wk 34,Lew,Fremantle,F - 5703 - 300p - 15/8/25,,to top up KCSS flat rack container.,
2025-07-16,FRE,R500L5.0Coils,CW500L5,48.0,WK32,CIF,0.0,31,24.0,43,24.0,,,,,Rob,wk 32,Lew,Fremantle,F - 5634+5835 - 24p+24p - 27/10/25,,24T DIRECT SHIP TO MADDINGTON CONCRETE,
2025-07-16,BNE,IMB3H-44-2618-DAIR,SMF2618101003,1200.0,WK32,CIF,0.0,31,1200.0,,,,,,,Richard,wk 31,Lew,Brisbane,B - 5622 - 1200p - 7/8/25,,,
2025-07-17,FRE,R500L8-Coils,CW500L8,24.0,WK33,CIF,0.0,33,24.0,,,,,,,Rob,wk 32,Lew,Fremantle,F -  5662 - 24p - 14/8/25,,,
2025-07-17,FRE,D500L8.6-Spools,D500L08.6SP,48.0,WK34,CIF,0.0,33,48.0,,,,,,,Rob,wk 32,Lew,Fremantle,F - 5663/5664 - 48p - 14/8/25,,,
2025-07-17,FRE,D500L7.6-Spools,D500L07.6SP,24.0,WK34,CIF,0.0,32,24.0,,,,,,,Rob,wk 32,Lew,Fremantle,F - 5638 - 24p- 7/8/25,,,
2025-07-18,FRE,R500L4.0-Coils,CW500L4,48.0,WK34,CIF,0.0,32,48.0,,,,,,,Rob,wk 32,Lew,Fremantle,F - 5639/5640 - 48p - 11/8/25,,,
2025-07-22,FRE,IMG5-46-6011,SYARD601110155G,1000.0,WK35,CIF,0.0,39,1000.0,,,,,,,Adam,wk 39,Lew,Fremantle,F - 5766/5767 - 1000p - 29/9/25,,,
2025-07-22,BNE,OSH106H-5803,JOS5803B,440.0,WK32,CIF,0.0,31,440.0,,,,,,,Richard,WK 31,Lew,Brisbane,B - 5621/5631/5632/5633 - 440p - 2/8/25,,,
2025-07-23,BNE,IMGX4H4-44-4811-JUL,GXB48111010VGU3,2000.0,WK39,CIF,0.0,40,600.0,41,1400.0,,,,,Richard,wk 41,Lew,Brisbane,B - 5782/5792/5793/5794 - 600p+1400p - 17/10/25,,,
2025-07-23,BNE,IMB4-626-1821-JUL,SMF2118151504U3,2000.0,WK39,CIF,0.0,46,2000.0,,,,,,,Richard,WK 46/47,Lew,Brisbane,B - 5890/5891/5892/5893 - 2000p- 17/11/25,,,
2025-07-23,BNE,IMGX44H-44-5012-VGUW,GXB50121010VGUW,6000.0,WK39,CIF,30.0,42,120.0,43/45,3000.0,46,2520.0,52,330.0,Richard,Wk 41-3k / WK 45/46-3K,Lew,Brisbane,B - 5822+5829/5830/5833/5874/5877+5890/5891+5892/5893+6008  - 120p+2160+840p+2520p+330p - 17/11/25,,,
2025-07-23,BNE,IMB4-626-1117-JULW,SMF1711151504UW,6000.0,WK39,CIF,0.0,42,6000.0,,,,,,,Richard,wk 42,Lew,Brisbane,B - 5823 - 6000p - 30/10/25,,,
2025-07-23,BNE,IMGX44H-44-5012-JOA,GXB50121010VGOC,3200.0,WK39,CIF,0.0,41,960.0,43/44/45,2240.0,,,,,Richard,WK 42/43/44,Lew,Brisbane,B - 5819/5822+5831/5832+5849+5874 - 960p+1440p+720p+80p - 8/11/25,,,
2025-07-23,BNE,IMG4-44-3024-JOA,SMF302410104GOC,1800.0,WK39,CIF,0.0,42,1800.0,,,,,,,Richard,WK 42,Lew,Brisbane,B - 5821/5822 - 1800p - 19/10/25,,,
2025-07-24,BNE,IMGX4H4-46-5012-JKE,GXB50121015VG,50.0,WK39,CIF,-30.0,41,80.0,,,,,,,Richard,wk 41,Lew,Brisbane,B- 5794 - 80p - 15/10/25,,Kestrel Trial Sheets,
2025-07-25,BNE, IMGX4H4-44-5614-JMA,GXB5614101004G,2400.0,WK38,CIF,0.0,39,2400.0,,,,,,,Paul,wk 38,Lew,Brisbane,B - 5768/5769/5770/5772 - 2400p - 29/9/25,,,
2025-07-31,ADE,IMB4H-44-5024,SMB4H50241010,1800.0,WK36,CIF,0.0,33,1800.0,,,,,,,Richard,wk 34,Lew,Adelaide,A - 5689/5690/5691 - 1800p - 19/8/25,,BHP O/No 4518318154,
2025-08-05,FRE,R500L6.3Coils,CW500L6.3,24.0,WK36,CIF,0.0,35,24.0,,,,,,,Rob,Wk 35/36,Lew,Fremantle,F - 5711 - 24p - 29/8/25,,,
2025-08-06,IND,OS106H-6003G,JOS6003G,255.0,ASAP,FOB,0.0,36,255.0,,,,,,,Richard,Wk 35/36 from Kapar,Lew,India,IND - 5712 -255p - 28/8/25,,Minova Runaya,
2025-08-06,BNE,IMG3H-44-2518,SMF2518101031G,3000.0,WK37,CIF,-39.0,45,3039.0,,,,,,,Richard,WK 43/44,Lew,Brisbane,B - 5875 - 6/11/25,,Sandvik O/No 367944,
2025-08-06,BNE,IMG3H-44-2516,SMF2516101031G,3000.0,WK37,CIF,-36.0,47,3036.0,,,,,,,Richard,WK 44/45/46,Lew,Brisbane,B - 5922 - 3036p - 20/11/25,,Sandvik O/No 367943,
2025-08-09,BNE,IMG4D-66-3012,SMESH300011704,3000.0,WK40,CIF,1695.0,39,1305.0,,,,,,,Richard,,Lew,Brisbane,B - 5774 - 1305p - 6/10/25,,Note destination change to Brisbane,
2025-08-09,BNE,IMG4D-66-3012,SMESH300011704,5000.0,WK40,CIF,2550.0,34,950.0,39,1500.0,,,,,Richard,wk 34/35,Lew,Brisbane,B - 5704/5773 - 950p+1500pcs - 3/10/25,,,
2025-08-09,BNE,IMG34-44-2415 JASH,SMF24151010034G,1600.0,WK35,CIF,0.0,43,1600.0,,,,,,,Richard,wk 43,Lew,Brisbane,B - 5834 - 1600p - 30/10/25,,,
2025-08-09,BNE,IMB5-64-5113 JMOL (new),SMB5113515105S,2772.0,WK37,CIF,0.0,33,66.0,34/42,396.0,49,1782.0,50/51,528.0,Richard,wk 46/47/48/49/50,Lew,Brisbane,B - 5692/5704/5816+5957/5959/5960/5961+5989 - 66p+308p+88pcs+1782p+101p +427p - 22/12/25,,,
2025-08-09,BNE,IMB3H-44-2618-DAIR,SMF2618101003,1200.0,WK36,CIF,0.0,49,1200.0,,,,,,,Richard,Wk 46/47,Lew,Brisbane,B-5958 - 1200p - 5/12/25,,,
2025-08-09,BNE,IMG5H-44-4824,CCP48241010056G,2000.0,WK36,CIF,0.0,38,2000.0,,,,,,,Richard,WK  38,Lew,Brisbane,B - 5745/5746/5747/5748 - 22/9/25,,,
2025-08-09,BNE,IMG4-44-2015,CC2015101004G,6000.0,WK37,CIF,0.0,50,6000.0,,,,,,,Richard,wk 50 /51,Lew,Brisbane,B - 5961/5962 - 6000p - 10/12/25,,,
2025-08-10,FRE,R500L5.6Coils,CW500L5.6,24.0,WK38,CIF,0.0,36,24.0,,,,,,,Rob,wk 36,Lew,Fremantle,F  - 5718 - 24p - 3/9/25,,,
2025-08-11,TAS,IMB4-44-4814-CCC,SMF4814101004,1440.0,WK37,CIF,0.0,46,1440.0,,,,,,,Richard,,Lew,Tasmania,T - 5896/5897 - 1440p - 17/11/25,,,
2025-08-13,BNE,IMB3H-44-2420-DCLA,SMF2420101003,2700.0,WK37,CIF,0.0,32,100.0,50,2600.0,,,,,Richard,wk 48/49,Lew,Brisbane,B -  5651+5964 - 100p+2600p - 16/8/25,,Changed to 2700 - AHOFF 31.10.2025,
2025-08-14,FRE,R500L8-Coils,CW500L8,24.0,WK39,CIF,0.0,37,24.0,,,,,,,Rob,wk 37,Lew,Fremantle,F - 5733 - 24p - 12/9/25,,Must be 1T Coils ,
2025-08-18,FRE,D500L8.6-Spools,D500L08.6SP,24.0,WK38,CIF,0.0,38,24.0,,,,,,,Rob,wk 38,Lew,Fremantle,F - 5742 - 24p - 19/9/25,,Must be 1T Coils ,
2025-08-25,ADE,IMB4H-44-5024,SMB4H50241010,1800.0,WK38,CIF,0.0,45,1800.0,,,,,,,Richard,wk 45/46,Lew,Adelaide,A - 5864/5865/5866 - 1800p - 6/11/25,,O/No 4518432650,
2025-08-25,ADE,IMB4H-44-5024,SMB4H50241010,1800.0,WK40,CIF,0.0,49,1800.0,,,,,,,Richard,wk 49/50,Lew,Adelaide,A - 5951/5952/5953 - 1800p - 5/12/25,,O/No 4518432651,
2025-08-25,ADE,IMB4H-44-5024,SMB4H50241010,600.0,WK40,CIF,0.0,49,600.0,,,,,,,Richard,wk 49/50,Lew,Adelaide,A - 5954 - 600p - 5/12/25,,O/No 4518432652,
2025-08-26,FRE,R500L5.0Coils,CW500L5,24.0,WK41,CIF,0.0,40,24.0,,,,,,,Rob,wk 40,Lew,Fremantle,F - 5780 - 24p - 7/10/25,,,
2025-08-26,FRE,D500L8.6-Spools,D500L08.6SP,24.0,WK41,CIF,0.0,39,24.0,,,,,,,Rob,wk 39,Lew,Fremantle,F - 5766/5767 - 24p - 29/9/25,,Must be 1T Coils ,
2025-08-29,BNE,IMG55H-46-5017-JAS,SMB5018101005G,1920.0,WK41,CIF,0.0,39,480.0,40,1440.0,,,,,Richard,wk 40,Lew,Brisbane,B - 5771+5784/5786/5787 - 480p+1440p - 7/10/25,,,
2025-09-01,NZ,IMG3H-33-2516,SMF2516757503G,1500.0,WK40/41,CIF,0.0,45,1500.0,,,,,,,Adam,wk 45/46,Lew,Auckland,ALK - 5870 - 1500p - 6/11/25,,,
2025-09-02,FRE,R500L5.6Coils,CW500L5.6,24.0,WK41,CIF,0.0,41,24.0,,,,,,,Rob,wk 40,Lew,Fremantle,F - 5815 - 24p - 12/10/25,,,
2025-09-03,FRE,R500SL41,SL41,1000.0,WK44/45,CIF,1000.0,,,,,,,,,Terry,wk 50/51,Lew,Fremantle,,,Cancelled - Rob email dated 19.11.25,
2025-09-06,FRE,R500L7.1-Coils,CW500L7.1,12.0,WK41,CIF,0.0,42,12.0,,,,,,,Rob,wk 42,Lew,Fremantle,F - 5824 - 12p - 19/10/25,,,
2025-09-10,BNE,IMB45-66-5111,SMB5112151504,1080.0,WK42,CIF,0.0,41,1080.0,,,,,,,RIchard,Wk 40,Lew,Brisbane,B - 5791/5794 - 1080p - 15/10/25,,,
2025-09-10,BNE,IMB45-66-5117-DEN,SMB5118151505,1080.0,WK42,CIF,0.0,1,1080.0,,,,,,,RIchard,wk 1,Lew,Brisbane,B - 6018/6019 - 1080p - 5/1/26,,,
