CC,Vendor,PO #,Vendor Ref,Order Date,PO Line,Seq,Required Date,WH,Part Code,Part Desc,UOM,Order Qty,Accepted Qty,Outstanding Qty
70,JAVN1422,254666,.,2025-12-07 00:00:00,1,1,2026-03-01 00:00:00,NT,HIPSTEELSPP2042,200 x 200mm Squ Plastic plate with 42mm Hole steel insert  ,EA,10000,0,10000
70,JAVN1422,254666,.,2025-12-07 00:00:00,2,1,2026-03-01 00:00:00,NT,HIPSTEELSPP2051,200x200 mm Plastic inserted plate 51mm Hle to suit 32mm Dwl Drg CU0082,EA,5000,0,5000
70,JAVN1422,254666,.,2025-12-07 00:00:00,3,1,2026-03-01 00:00:00,NT,HIPSTEELSPP42,PLASTIC PLATE 300MM SQUARE 42MM HOLE STEEL INSERT 500 UNITS PER PALLET CU0083,EA,10000,0,10000
70,JAVN1422,254679,.,2025-12-07 00:00:00,1,1,2026-01-01 00:00:00,NT,JHISPPLMG,PLASTIC PLATE SQUARE 230MMX230MM 33MM HOLE MAGNET 500 PLATES PER PALLET,EA,5000,0,5000
70,JAVN1443,252220,.,2025-07-20 00:00:00,1,1,2025-07-28 00:00:00, ,7RPRMTCEPLATEPR,Repair & Maintenance Plate Press  ,EA,3,0,3
70,JAVN1443,253306,.,2025-09-22 00:00:00,1,1,2025-09-23 00:00:00, ,7RPRROBOTWELD,R&M - Robot Welder  ,EA,1,0,1
70,JAVN1443,253306,.,2025-09-22 00:00:00,2,1,2025-09-23 00:00:00, ,7RPRMTCEASSYTAB,R&M Assembly Tables  ,EA,1,0,1
70,JAVN1443,253306,.,2025-09-22 00:00:00,3,1,2025-09-23 00:00:00, ,7RPRFRICLOKWELD,R&M - Friction Lok Welder  ,EA,1,0,1
70,JAVN1443,254527,.,2025-12-01 00:00:00,1,1,2025-12-09 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN1443,254855,.,2025-12-15 00:00:00,1,1,2025-12-23 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN1452,253612,.,2025-10-12 00:00:00,1,1,2025-11-01 00:00:00,NT,BRMPODCOVER,BROADMEADOW BOLTING POD TRANSPORT COVER  ,EA,100,0,100
70,JAVN1469,253258,.,2025-09-19 00:00:00,1,1,2025-11-01 00:00:00, ,TEXBAGGOLD,150X350MM RECTANGLE FLAT BAG 0.08-0.15MM WALL  ,EA,20000,19600,400
70,JAVN1469,254820,.,2025-12-14 00:00:00,1,1,2026-02-01 00:00:00,NT,TEXBAGWHITE,150x350 mm Rectangle flat bag 0.08-0.15mm Wall think White  ,EA,20000,0,20000
70,JAVN1470,254104,S,2025-11-05 00:00:00,1,1,2026-01-01 00:00:00, ,7CABLETIESWHITE,White Cable Ties  ,EA,100000,0,100000
70,JAVN1470,254104,S,2025-11-05 00:00:00,2,1,2026-01-01 00:00:00, ,7CABLETIESBLACK,Black Cable Ties  ,EA,200000,0,200000
70,JAVN1470,254104,S,2025-11-05 00:00:00,3,1,2026-01-01 00:00:00, ,7CABLETIEYELLOW,Yellow Cable Ties 7.6*360mm,EA,300000,0,300000
70,JAVN1470,254730,S,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00, ,7CABLETIESWHITE,White Cable Ties  ,EA,100000,0,100000
70,JAVN1470,254730,S,2025-12-09 00:00:00,2,1,2026-02-01 00:00:00, ,7CABLETIESBLACK,Black Cable Ties  ,EA,200000,0,200000
70,JAVN1470,254730,S,2025-12-09 00:00:00,3,1,2026-02-01 00:00:00, ,7CABLETIEYELLOW,Yellow Cable Ties 7.6*360mm,EA,300000,0,300000
70,JAVN1492,254191,.,2025-11-10 00:00:00,3,1,2026-01-01 00:00:00,NT,JSH2841,Aussie bolt sheathing 41mmx28mmx2mm,EA,10000,0,10000
70,JAVN1492,254675,.,2025-12-07 00:00:00,3,1,2026-02-01 00:00:00,NT,JSH2841,Aussie bolt sheathing 41mmx28mmx2mm,EA,10000,0,10000
70,JAVN1498,254896,Jason - Civil,2025-12-17 00:00:00,1,1,2026-01-01 00:00:00, ,7PRODTESTG,Product Testing  ,EA,1,0,1
70,JAVN1535,254549,.,2025-12-02 00:00:00,1,1,2025-12-17 00:00:00,NF,PCT30*3000S,RESIN INSERTER TUBE ONLY PVC 30MM X 3.0M Soft  ,EA,1000,0,1000
70,JAVN1595,254455,.,2025-11-26 00:00:00,1,1,2025-12-04 00:00:00, ,7RPRBAND,Repair & Mtce - Bandsaw  ,EA,1,0,1
70,JAVN1621,254413,.,2025-11-24 00:00:00,1,1,2025-12-02 00:00:00, ,7PACKAGING,PACKAGING  ,EA,4,0,4
70,JAVN1629,254889,.,2025-12-17 00:00:00,1,1,2025-12-22 00:00:00,N7,JLP10802003,RESIN MIXING HOSE ASSEMBLY  ,EA,3,0,3
70,JAVN1661,253703,Anthony - Blanket,2025-10-15 00:00:00,1,1,2025-12-31 00:00:00, ,7FORKHIRE,Forklift Hire  ,EA,92,40,52
70,JAVN1681,253686,.,2025-10-14 00:00:00,1,1,2025-12-01 00:00:00,NT,NUTRM24H125DM,NUT M24 X 125D MOLYCOATED  ,EA,252000,0,252000
70,JAVN1681,253686,.,2025-10-14 00:00:00,2,1,2025-12-01 00:00:00,NT,WASHM24DB,WASHER DOME BALL M24  ,EA,162000,0,162000
70,JAVN1681,253687,.,2025-10-14 00:00:00,1,1,2026-01-01 00:00:00,NT,NUTRM24H125DM,NUT M24 X 125D MOLYCOATED  ,EA,252000,0,252000
70,JAVN1681,253689,.,2025-10-14 00:00:00,1,1,2026-01-01 00:00:00,NT,WASHM24DB,WASHER DOME BALL M24  ,EA,162000,0,162000
70,JAVN1681,254090,.,2025-11-04 00:00:00,1,1,2026-02-01 00:00:00,NT,NUTRM24H125DM,NUT M24 X 125D MOLYCOATED  ,EA,252000,0,252000
70,JAVN1681,254090,.,2025-11-04 00:00:00,2,1,2026-02-01 00:00:00,NT,WASHM24DB,WASHER DOME BALL M24  ,EA,162000,0,162000
70,JAVN1681,254091,.,2025-11-04 00:00:00,1,1,2026-02-01 00:00:00,NT,NUTRM24H125DM,NUT M24 X 125D MOLYCOATED  ,EA,126000,0,126000
70,JAVN1681,254824,.,2025-12-14 00:00:00,1,1,2026-03-01 00:00:00,NT,NUTRM24H125DM,NUT M24 X 125D MOLYCOATED  ,EA,126000,0,126000
70,JAVN1681,254824,.,2025-12-14 00:00:00,2,1,2026-03-01 00:00:00,NT,WASHM24DB,WASHER DOME BALL M24  ,EA,162000,0,162000
70,JAVN1732,252856,.,2025-08-27 00:00:00,4,1,2025-10-01 00:00:00, ,SJFGNUT32BO,32mm Break out Nut  ,EA,10000,2500,7500
70,JAVN1732,253835,.,2025-10-22 00:00:00,2,1,2026-01-01 00:00:00, ,SJFGHNUT22H,HIGH break out nut incl. Insert  ,EA,20000,15000,5000
70,JAVN1732,253934,.,2025-10-27 00:00:00,1,1,2025-12-31 00:00:00, ,SJFGNUT32BO55,32mm Fiberglass Breakout nut with 55mm Hex  ,EA,5794,0,5794
70,JAVN1732,254483,.,2025-11-27 00:00:00,2,1,2025-12-24 00:00:00, ,SJFG221150BSTH,Mould Thrust head &Insert to JFG2212BLK,EA,7500,4000,3500
70,JAVN1732,254483,.,2025-11-27 00:00:00,4,1,2025-12-24 00:00:00, ,SJFG221750BSTH,Mould Thrust head &Insert to JFG2218BLK,EA,2000,0,2000
70,JAVN1732,254629,.,2025-12-04 00:00:00,1,1,2026-01-31 00:00:00,NF,HIPP230R,PLASTIC PLATE 230MM DIA ROUND 1000 UNITS PER PALLET,EA,10000,0,10000
70,JAVN1732,254631,.,2025-12-04 00:00:00,1,1,2026-02-28 00:00:00,NF,HIPP230R,PLASTIC PLATE 230MM DIA ROUND 1000 UNITS PER PALLET,EA,10000,0,10000
70,JAVN1732,254631,.,2025-12-04 00:00:00,2,1,2026-02-28 00:00:00,NF,JHISPPLB,PLASTIC PLATE SQUARE 230MM X 230MM 33MM HOLE BLACK 1000 PLATES PER PALLET,EA,10000,0,10000
70,JAVN1732,254631,.,2025-12-04 00:00:00,3,1,2026-02-28 00:00:00, ,SJFGNUT32BO,32mm Break out Nut  ,EA,10000,0,10000
70,JAVN1732,254696,.,2025-12-08 00:00:00,1,1,2025-12-23 00:00:00, ,SJFG2515STH,Mould Thrust head &Insert to JFG2515  ,EA,5000,0,5000
70,JAVN1732,254830,.,2025-12-14 00:00:00,1,1,2026-02-01 00:00:00,NF,JHISPPL,PLASTIC PLATE SQUARE 230MM X 230MM 33MM HOLE 1000 PLATES PER PALLET,EA,10000,0,10000
70,JAVN1743,253446,Raelyn - Blanket,2025-09-30 00:00:00,2,1,2025-12-31 00:00:00, ,7STAFFAMENGA,Staff Amenities - G&A  ,EA,3,2,1
70,JAVN1782,251044,.,2025-05-15 00:00:00,2,1,2025-08-01 00:00:00,NT,WASHM24DB,WASHER DOME BALL M24  ,EA,162000,0,162000
70,JAVN1782,253823,.,2025-10-22 00:00:00,1,1,2025-12-01 00:00:00,NT,PULL47G,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL  ,EA,10800,0,10800
70,JAVN1782,253824,.,2025-10-22 00:00:00,1,1,2026-01-01 00:00:00,NT,PULL47G,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL  ,EA,10800,0,10800
70,JAVN1782,254151,.,2025-11-09 00:00:00,1,1,2026-02-01 00:00:00,NT,PULL47G,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL  ,EA,10800,0,10800
70,JAVN1782,254472,.,2025-11-26 00:00:00,1,1,2026-01-01 00:00:00,NT,NUTRM24H125DL,NUT M24 X 125D LEFT HAND  ,EA,14000,0,14000
70,JAVN1782,254731,.,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00,NT,PULL47G,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL  ,EA,10800,0,10800
70,JAVN1782,254731,.,2025-12-09 00:00:00,2,1,2026-02-01 00:00:00,NT,FBSHELLR3254120,FB Shell R32 54OD 120 Length DWG # SDA0049  ,EA,2000,0,2000
70,JAVN1782,254828,.,2025-12-14 00:00:00,1,1,2026-02-01 00:00:00,NT,CTB25COUP,Civil 25MM Thread Bar Coupler - Black  ,EA,2000,0,2000
70,JAVN1782,254842,.,2025-12-15 00:00:00,1,1,2026-02-01 00:00:00,NT,JTNUTDOMEDG,J-TECH NUT 25MM DOMED M6 GALVANISED 50 UNITS PER PACK N0045 Rev 5,EA,15000,0,15000
70,JAVN1797,245486,-,2024-05-27 00:00:00,1,1,2024-07-31 00:00:00, ,7CIP2470ANZ132,Rolledback Racking for Rocbolt Fridge ANZ132,EA,1,0,1
70,JAVN1797,245486,-,2024-05-27 00:00:00,2,1,2024-07-31 00:00:00, ,7CIP2470ANZ132,Rolledback Racking for Rocbolt Fridge ANZ132,EA,1,0,1
70,JAVN1797,245486,-,2024-05-27 00:00:00,3,1,2024-07-31 00:00:00, ,7CIP2470ANZ132,Rolledback Racking for Rocbolt Fridge ANZ132,EA,1,0,1
70,JAVN1797,245486,-,2024-05-27 00:00:00,4,1,2024-07-31 00:00:00, ,7CIP2470ANZ132,Rolledback Racking for Rocbolt Fridge ANZ132,EA,1,0,1
70,JAVN1797,254202,.,2025-11-10 00:00:00,1,1,2025-11-10 00:00:00, ,7CIP2570HAR058,HAR Racking Supply & Install HAR058,EA,1,0,1
70,JAVN1824,253957,.,2025-10-28 00:00:00,1,1,2025-12-31 00:00:00,N9,JURRGROUT1T,Jennchem Underground Roadway Repair  ,TONN,207,69,138
70,JAVN1824,253957,.,2025-10-28 00:00:00,2,1,2025-12-31 00:00:00,N9,TD80GROUT,Top Down 80MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,EA,3808,2184,1624
70,JAVN1838,253680,.,2025-10-14 00:00:00,1,1,2025-12-01 00:00:00,NT,FBDBR32D51TC6X9,Falcon Bolt Drill Bit R32/D51 TC Button 6X9  ,EA,5000,0,5000
70,JAVN1838,253680,.,2025-10-14 00:00:00,2,1,2025-12-01 00:00:00,NT,JSDHBR3830N,Self Drilling Anchor Bar R38 X 3.0 M  ,EA,3000,0,3000
70,JAVN1838,253680,.,2025-10-14 00:00:00,3,1,2025-12-01 00:00:00,NT,JSDHBCR38180,Self Drillin Anchor Bar R38 Coupler X L180  ,EA,2000,0,2000
70,JAVN1838,253904,.,2025-10-26 00:00:00,1,1,2025-11-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,10,0,10
70,JAVN1838,253904,.,2025-10-26 00:00:00,2,1,2025-11-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,10,0,10
70,JAVN1838,253904,.,2025-10-26 00:00:00,3,1,2025-11-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,10,0,10
70,JAVN1838,254093,.,2025-11-04 00:00:00,1,1,2026-12-01 00:00:00,NT,JSDHBCR32190,Anchor coupler R32 x L190 Anch coupler R32 x L190mm,EA,6000,0,6000
70,JAVN1838,254094,.,2025-11-04 00:00:00,1,1,2026-01-01 00:00:00,NT,JSDHBCR32190,Anchor coupler R32 x L190 Anch coupler R32 x L190mm,EA,6000,0,6000
70,JAVN1838,254094,.,2025-11-04 00:00:00,2,1,2026-01-01 00:00:00,NT,JSDHBNR3265,SELF DRILLING ANCHOR BAR R32 NUT X L65MM HEX  ,EA,1000,0,1000
70,JAVN1838,254094,.,2025-11-04 00:00:00,3,1,2026-01-01 00:00:00,NT,JSDHBR3230S,Anchor bar R32S x 3000mm Self drilling anchor bar,EA,3600,0,3600
70,JAVN1838,254094,.,2025-11-04 00:00:00,4,1,2026-01-01 00:00:00,NT,JSDHBR3230X,R32 'X' Grade 3M Self Drilling Hollow Bar  ,EA,6000,0,6000
70,JAVN1838,254122,.,2025-11-06 00:00:00,1,1,2026-01-01 00:00:00,NT,FBDBR32D51TC6X9,Falcon Bolt Drill Bit R32/D51 TC Button 6X9  ,EA,6000,0,6000
70,JAVN1838,254190,.,2025-11-10 00:00:00,2,1,2026-01-01 00:00:00,NT,JSDHBNR3860S,Self Drilling Anchor Bar R38 Spherical Nut X L60MM  ,EA,2000,0,2000
70,JAVN1838,254271,.,2025-11-13 00:00:00,4,1,2025-12-14 00:00:00,NT,M364300TBCL88,M36 X 4300MM RH THREAD GRADE 8.8 BLACK  ,EA,234,0,234
70,JAVN1838,254271,.,2025-11-13 00:00:00,5,1,2025-12-14 00:00:00,NT,M366500TBCL88,M36 X 6500MM RH THREAD GRADE 8.8 BLACK  ,EA,42,0,42
70,JAVN1838,254338,.,2025-11-19 00:00:00,2,1,2025-12-17 00:00:00,NT,M30COUP32JFG,Pull Test Coupler M30 RH Suit 32MM FG Dowel RH  ,EA,300,0,300
70,JAVN1838,254566,.,2025-12-02 00:00:00,1,1,2026-01-01 00:00:00,NT,JSDHBCENT3872,R38 Centraliser SER38 O.D 72mm & L 30MM  ,EA,2000,0,2000
70,JAVN1838,254621,Civil R&D114,2025-12-04 00:00:00,1,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,12,0,12
70,JAVN1838,254621,Civil R&D114,2025-12-04 00:00:00,2,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,4,0,4
70,JAVN1838,254621,Civil R&D114,2025-12-04 00:00:00,3,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,4,0,4
70,JAVN1838,254827,.,2025-12-14 00:00:00,1,1,2026-02-01 00:00:00,NT,JSDHBR3230S,Anchor bar R32S x 3000mm Self drilling anchor bar,EA,5000,0,5000
70,JAVN1838,254835,Civil - Karen,2025-12-15 00:00:00,1,1,2026-02-01 00:00:00,NT,JSDHBCENT3272,R32 Centraliser SER32 O.D 72mm  ,EA,1000,0,1000
70,JAVN1849,253321,.,2025-09-23 00:00:00,1,1,2025-09-30 00:00:00, ,7SAFETY,Misc Safety Supplies  ,EA,1,0,1
70,JAVN1860,254469,.,2025-11-26 00:00:00,1,1,2026-01-01 00:00:00,NT,SSJV15150555IHB,"VOLCANO PLATE 150X150X5MM 55MM HOLE, GI, HB, 316SS GROUT INDICTOR HOLE AND HANDLE BARS - STAINLESS",EA,10000,0,10000
70,JAVN1860,254672,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,NT,SSJV15150555IHB,"VOLCANO PLATE 150X150X5MM 55MM HOLE, GI, HB, 316SS GROUT INDICTOR HOLE AND HANDLE BARS - STAINLESS",EA,10000,0,10000
70,JAVN1860,254673,.,2025-12-07 00:00:00,1,1,2026-03-01 00:00:00,NT,SSJV15150555IHB,"VOLCANO PLATE 150X150X5MM 55MM HOLE, GI, HB, 316SS GROUT INDICTOR HOLE AND HANDLE BARS - STAINLESS",EA,5000,0,5000
70,JAVN1864,252626,.,2025-08-13 00:00:00,1,1,2025-08-14 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN1864,254668,.,2025-12-07 00:00:00,1,1,2025-12-15 00:00:00, ,7RPRMTCESHEAR,Repair & Mtce Shearing  ,EA,1,0,1
70,JAVN1868,253833,.,2025-10-22 00:00:00,1,1,2026-01-01 00:00:00,NF,SLDPIN63GAL,6.3MM SOLID SHEAR PIN  ,EA,250000,0,250000
70,JAVN1868,254316,.,2025-11-18 00:00:00,1,1,2025-11-25 00:00:00,NF,M36FISHHOOK,M36 FISH HOOK  ,EA,1100,0,1100
70,JAVN1868,254724,.,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00,NF,SLDPIN63GAL,6.3MM SOLID SHEAR PIN  ,EA,250000,0,250000
70,JAVN1868,254725,.,2025-12-09 00:00:00,1,1,2026-03-01 00:00:00,NF,SLDPIN63GAL,6.3MM SOLID SHEAR PIN  ,EA,250000,0,250000
70,JAVN1882,253498,.,2025-10-02 00:00:00,1,1,2025-10-10 00:00:00, ,7CONSTOOL,Consumables - Tooling  ,EA,10,0,10
70,JAVN1882,254213,.,2025-11-11 00:00:00,1,1,2025-11-19 00:00:00, ,7CONSTOOL,Consumables - Tooling  ,EA,10,0,10
70,JAVN1948,254099,.,2025-11-04 00:00:00,2,1,2026-01-01 00:00:00,NT,JCLIPUPS,CLIPUP STANDARD HANGER - 3 HOOK  ,EA,1000,0,1000
70,JAVN1948,254501,.,2025-11-30 00:00:00,1,1,2026-01-01 00:00:00,NT,JCABTRAYCSECT,Stackable Cable tray C  sections  ,EA,80,0,80
70,JAVN1948,254729,.,2025-12-09 00:00:00,1,1,2026-02-01 00:00:00,NT,JCLIPUPPL4R521,CLIPUP PIPE LINE HANGER - 4 HOOK+ 250MM CHAIN/RING  ,EA,1000,0,1000
70,JAVN1948,254729,.,2025-12-09 00:00:00,2,1,2026-02-01 00:00:00,NT,JCLIPUPS,CLIPUP STANDARD HANGER - 3 HOOK  ,EA,1000,0,1000
70,JAVN1958,253385,.,2025-09-26 00:00:00,1,1,2025-11-01 00:00:00,NT,JFBT385103846AF,FALCON BOLT DRILLING DOLLY T38F X 38&46AF X 510MM SDA0056  ,EA,50,49,1
70,JAVN1958,253639,.,2025-10-13 00:00:00,1,1,2025-12-01 00:00:00,NT,LANCE70T0200SWV,"Grout Lance 70T 1/2"" BSP 200mm Long Swivel  ",EA,20,0,20
70,JAVN1958,253639,.,2025-10-13 00:00:00,2,1,2025-12-01 00:00:00,NT,LANCE70T1500SWV,"Grout Lance 70T 1/2"" BSP 1500mm Long Swivel  ",EA,50,0,50
70,JAVN1958,253639,.,2025-10-13 00:00:00,3,1,2025-12-01 00:00:00,NT,LANCE70T1800SWV,"Grout Lance 70T 1/2"" BSP 1800mm Long Swivel  ",EA,100,0,100
70,JAVN1958,253675,.,2025-10-14 00:00:00,1,1,2025-12-01 00:00:00,NT,EXCLIP70T36,ExClip 36mm 70T 12W 31mm Sumo Cable Bolt CA0141,EA,40000,10000,30000
70,JAVN1958,253675,.,2025-10-14 00:00:00,2,1,2025-12-01 00:00:00,NT,GAHEX70T,Grout adaptor Hex Drive with Plug 70T 12W 31mm Sumo Cbl Blt  ,EA,5000,0,5000
70,JAVN1958,253675,.,2025-10-14 00:00:00,3,1,2025-12-01 00:00:00,NT,JFG22INSERT,JFG 22mm Fiberglass insert (Steel) CU0059,EA,40000,0,40000
70,JAVN1958,253675,.,2025-10-14 00:00:00,4,1,2025-12-01 00:00:00,NT,SR24GROUTBELLB,SR 30T GROUT BELL STRAIGHT BLK  ,EA,1000,0,1000
70,JAVN1958,253675,.,2025-10-14 00:00:00,5,1,2025-12-01 00:00:00,NT,CRIMPDB22C,22MM Cable Debonding Tube Crimp Cable Accessories  ,EA,10000,0,10000
70,JAVN1958,253675,.,2025-10-14 00:00:00,6,1,2025-12-01 00:00:00,NT,JTCOUPLERG,J-TECH COUPLER 25MM - GALVANISED 20 UNITS PER PACK,EA,500,490,10
70,JAVN1958,253675,.,2025-10-14 00:00:00,7,1,2025-12-01 00:00:00,NT,FBR32SWAGE45,Falcon Bolt Swage R32 x 45mm OD  ,EA,5000,0,5000
70,JAVN1958,253690,.,2025-10-14 00:00:00,1,1,2026-01-01 00:00:00,NT,NUTRM24H125D,Nut M24 Hex 125xD  ,EA,126000,0,126000
70,JAVN1958,254092,.,2025-11-04 00:00:00,1,1,2026-02-01 00:00:00,NT,NUTRM24H125D,Nut M24 Hex 125xD  ,EA,126000,0,126000
70,JAVN1958,254102,.,2025-11-05 00:00:00,1,1,2025-12-15 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,1,0,1
70,JAVN1958,254110,.,2025-11-05 00:00:00,3,1,2026-01-01 00:00:00,NT,JTOTO218MMD,TOTO TENSIONING DEVICE FOR 21.8MM CA0087 Rev 3,EA,2592,0,2592
70,JAVN1958,254110,.,2025-11-05 00:00:00,4,1,2026-01-01 00:00:00,NT,SSJLPGROUTBELL,SS Low profile DCP Grout Bell  ,EA,2000,0,2000
70,JAVN1958,254110,.,2025-11-05 00:00:00,5,1,2026-01-01 00:00:00,NT,SSSR24GROUTBELL,SS SR 30T Grout Bell Straight  ,EA,5000,0,5000
70,JAVN1958,254110,.,2025-11-05 00:00:00,6,1,2026-01-01 00:00:00,NT,EXCLIP70T36,ExClip 36mm 70T 12W 31mm Sumo Cable Bolt CA0141,EA,20000,0,20000
70,JAVN1958,254123,.,2025-11-06 00:00:00,1,1,2026-01-01 00:00:00,NT,FBR32DBW66,Falcon Bolt Domeball Washer R32 X 66mm OD  ,EA,6000,0,6000
70,JAVN1958,254123,.,2025-11-06 00:00:00,2,1,2026-01-01 00:00:00,NT,FBR32SWAGE45,Falcon Bolt Swage R32 x 45mm OD  ,EA,6000,0,6000
70,JAVN1958,254123,.,2025-11-06 00:00:00,4,1,2026-01-01 00:00:00,NT,FBR32TDDHEXCOUP,Falcon Bolt Hex Coupler 38AF x 190mm  ,EA,1000,0,1000
70,JAVN1958,254123,.,2025-11-06 00:00:00,5,1,2026-01-01 00:00:00,NT,JFBNUTR3246TH65,Falcon Bolt Nut 46AF Externally threaded R32XL65MM  ,EA,6000,0,6000
70,JAVN1958,254123,.,2025-11-06 00:00:00,6,1,2026-01-01 00:00:00,NT,FBR32SDDHEX28AF,Falcon Bolt Single Dolly Drive Hex R32 x 28AF  ,EA,6000,0,6000
70,JAVN1958,254123,.,2025-11-06 00:00:00,7,1,2026-01-01 00:00:00,NT,FBR32TDDHEX38AF,Falcon Bolt R32 38AF Drive Hex SDA0009,EA,6000,0,6000
70,JAVN1958,254125,Matt,2025-11-06 00:00:00,1,1,2025-12-01 00:00:00, ,7CONSMANUF,Consumables Manufacturing  ,EA,200,0,200
70,JAVN1958,254186,.,2025-11-10 00:00:00,3,1,2026-01-01 00:00:00,NT,JHBNUT24LHB,LOW PROFILE BOLT NUT LEAF HAND BLACK  ,EA,2000,0,2000
70,JAVN1958,254217,S,2025-11-11 00:00:00,2,1,2025-11-26 00:00:00,NT,NUTPLATEM24LH,PULL TEST NUT PLATE LEFT HAND M24  ,EA,25,5,20
70,JAVN1958,254470,.,2025-11-26 00:00:00,2,1,2026-01-01 00:00:00,NT,SSSR24GROUTBELL,SS SR 30T Grout Bell Straight  ,EA,10000,0,10000
70,JAVN1958,254594,.,2025-12-03 00:00:00,3,1,2026-01-01 00:00:00,NT,M20NUT125DHANGG,J-TECH NUT HANGER 20MM M20 X 1.25D - GAL 50 UNITS PER PACK,EA,500,50,450
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,1,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,20,0,20
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,2,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,20,0,20
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,3,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,10,0,10
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,4,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,10,0,10
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,5,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,20,0,20
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,6,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,20,0,20
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,7,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,20,0,20
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,8,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,10,0,10
70,JAVN1958,254620,Civil R&D114,2025-12-04 00:00:00,9,1,2026-01-01 00:00:00, ,7R&D,RESEARCH & DEVELOPMENT  ,EA,10,0,10
70,JAVN1958,254667,.,2025-12-07 00:00:00,1,1,2026-02-01 00:00:00,NT,SSSR24GROUTBELL,SS SR 30T Grout Bell Straight  ,EA,10000,0,10000
70,JAVN1958,254667,.,2025-12-07 00:00:00,2,1,2026-02-01 00:00:00,NT,BLKPOLYPIPE,BLACK POLY PIPE 25MM (1EA=200M ROLL)  ,EA,100,0,100
70,JAVN1958,254667,.,2025-12-07 00:00:00,3,1,2026-02-01 00:00:00,NT,JHBNUT24LHB,LOW PROFILE BOLT NUT LEAF HAND BLACK  ,EA,2000,0,2000
70,JAVN1958,254667,.,2025-12-07 00:00:00,4,1,2026-02-01 00:00:00,NT,JDO616520TWH,DOLLIE 25SQ DRIVE 165MM LONG TO SUIT S/STRAND TOTO WITH THROUGH WATER HOLE,EA,20,0,20
70,JAVN1958,254667,.,2025-12-07 00:00:00,5,1,2026-02-01 00:00:00,NT,SSJLPGROUTBELL,SS Low profile DCP Grout Bell  ,EA,2000,0,2000
70,JAVN1958,254667,.,2025-12-07 00:00:00,6,1,2026-02-01 00:00:00,NT,JFG22INSERT,JFG 22mm Fiberglass insert (Steel) CU0059,EA,40000,0,40000
70,JAVN1958,254667,.,2025-12-07 00:00:00,7,1,2026-02-01 00:00:00,NT,JTOTO218MMD,TOTO TENSIONING DEVICE FOR 21.8MM CA0087 Rev 3,EA,2592,0,2592
70,JAVN1958,254667,.,2025-12-07 00:00:00,8,1,2026-02-01 00:00:00,NT,NUTBM24H125DF,M24 Blind Flanged Nut N0065 Rev 0,EA,14000,0,14000
70,JAVN1958,254667,.,2025-12-07 00:00:00,9,1,2026-02-01 00:00:00,NT,TEX42NUT,Flanged nut M42 Thread M36 Hex pin hole Phosphated  ,EA,6000,0,6000
