comment,ross_order,dmw_product,ross_code,qty,same_next_day,date,week,qty_day_m1,achvd_day_m1,achvd_aft_m1,qty_night_m1,achvd_night_m1,qty_day_m2,achvd_day_m2,achvd_aft_m2,qty_night_m2,achvd_night_m2,qty_day_m3,achvd_day_m3,achvd_aft_m3,qty_night_m3,achvd_night_m3,qty_day_m4,achvd_day_m4,qty_aft_m4,achvd_aft_m4,qty_night_m4,achvd_night_m4,kg_pce,plan_totals_kg,act_totals_kg,total_pcs_m1,total_pcs_m2,total_pcs_m3,total_pcs_m4,pcs_hr
,,,,,N,2026-01-19,4,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-20,4,,300.0,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-22,4,,,,,,,,,,,,900.0,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-23,4,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-24,4,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-01-31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-02,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-03,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-04,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-05,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-07,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-08,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-09,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-02-28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-02,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-03,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-04,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-06,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-07,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-08,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-09,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-03-31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-01,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-02,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-03,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-04,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-05,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-06,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-07,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-08,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-09,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-04-30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-01,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-02,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-03,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-04,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-05,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-06,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-07,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-08,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-09,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-05-31,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-01,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-02,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-03,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-04,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-05,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-06,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-07,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-08,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-09,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-06-30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-01,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-03,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-04,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-05,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-06,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-07,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-08,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-09,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-11,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-16,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-17,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-19,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-30,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-07-31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-01,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-02,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-03,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-04,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-05,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-06,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-07,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-08,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-09,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-10,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-11,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-12,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-14,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-17,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-18,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-21,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-22,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-23,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-24,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-26,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-28,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-30,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-08-31,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-01,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-02,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-03,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-04,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-05,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-06,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-07,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-08,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-09,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-10,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-11,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-12,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-13,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-14,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-16,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-17,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-18,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-19,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-20,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-21,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-22,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-23,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-24,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-25,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-26,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-27,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-28,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-29,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-09-30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-01,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-02,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-03,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-04,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-05,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-06,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-07,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-08,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-09,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-10,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-12,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-13,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-16,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-18,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-19,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-20,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-21,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-22,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-23,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-24,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-25,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-26,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-27,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-30,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-10-31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-01,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-02,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-03,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-04,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-05,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-06,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-07,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-08,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-09,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-10,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-11,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-12,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-14,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-15,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-16,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-17,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,N,2026-11-18,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
